@relation social_media_sentiment

@attribute text string
@attribute sentiment {positive, negative, neutral}

@data
"Added Twitter updates to  Facebook page at http://tinyurl.com/d4cxze wondering if this one will show up...", neutral
"I need horror to be lovecraftian actually, not enough weird horror movies.", negative
"and what about me, huh? I`m crying. Did U forget me?", negative
"Sorry to hear about the laptop troubles. Hope you can get them fixed and the lappy back to norm.", neutral
"man i need 2 find a siitter Val still aint **** wit me  LOL", negative
"Drinking and smoking is very bad.---but im grown tho", negative
"happy mothers day..", positive
"Because you`re everything to me DEMI LOVATO", positive
"http://twitpic.com/4hsd2 - Weheyyyy   We give thanks for MIDI keyboards", positive
"Thanks so much!", positive
"thank for ur gnite and... *thank* for ur photo of sims 3... heart broken here", negative
"_petty I`m leaving community college with a bang!", positive
"im sure he will  and if its not today, maybe it will be tomorrow..", neutral
"GAWD!. If only that dream actually happened last night....", neutral
"I`m going to Cali in like two weeks! But it`s nor cal", neutral
"So who`s going to win the Heineken Cup?  Just need to know who *not* to bet on", neutral
"Praying for pressure on brain 2 subside, for brain seizures 2 stop & for tumors 2 go - Dan is comfortable but still has niggling cough", neutral
"Stress test: http://www.selfhelpmagazine.com/psychtoons/glasbergen/StressManagement/StressTest.gif  Good luck!", positive
"good morning everyone! hope you al have a lovely sunday!  (and i do hope it doesnt rain tomorrow :|)", positive
"Can`t wait to see you on December in Switzerland for a third rendez-vous  Great show ! You are just amazing  ... Enjoy in OZ", positive
"Union Square? Somerville? You`re better off with the 87. That probably helps you zero at this point, though.", neutral
"and yes, I have seen your comment and yes, I did have the right answer.  I`ll get over it.", neutral
"mum just made me cry coz she said something so sweet to me  i love her so much! MUMS ARE THE BEST!", positive
"had a great day...and now I`m off to bed. tomorrow I`m back in sd", positive
"So bored in chem n im super hungry! Ugh", negative
"Aww how cute! You`d love my bathroom  http://twitpic.com/4jez4", positive
"dude, saw your Twitter profile after a long time - love the background. way way cool!", positive
"sabi ko nga lighting up is hazardous to your health, but got shoes for it  thanks love", neutral
"just one of those days where loneliness creeps up on you slaps you in the face.", negative
"i don`t even want to go to the store to get ice cream.  i wasted a cute outfit on... sitting on my **** on twitter!!", negative
"greaaat, do minee now pleaseeeeee", positive
"You missed me!  lol", neutral
"Ooooh Kay! Its time for me to stop twitterin and get going...", neutral
"in santa clara a long way from hoe, well not that far. it sure seems like it.", neutral
"A Happy Mother`s Day to all moms and soon to be mom`s out there.", positive
"... an explosion of them? in the late eighties we had very odd weather and instead of them migrating the wind blew them back", negative
"I no  he`s the same friend that went with my bf to something at t... Read More: http://is.gd/JmjB", neutral
"31 degree centigrade is much hotter than 30 degree centigrade", negative
"Jz local movie here. The title`s virgin 2 :p actually i feel not so good. So tired n dizzy", negative
"Ugggh school is so boring! I cant wait for this year to be over. So stressed -.= i shoulda stayed home today....", negative
"you are right, enjoy the lasagne,", positive
"is addicted to the pet society app on facebook", neutral
"My bed had tha nerve 2 call my blackberry askin me where the hell I was.......looks like I gotta go ya`ll  I`ll c u in 3.5hours, after nap", negative
"Oowweee!!! China club wuz poppin!!! Lipstic n Pumps were in full effect!", positive
"I know it`s just a sprain. It`s a repetitive injury for me.", negative
"- Have you dissapeared to go on the Ellen Show?", neutral
"A bit early to confirm a trend, but daily site signups are still on the rise", neutral
"i can almost imagine what the call taker must`ve felt like taking that call...especially if they have young ones at home.", neutral
"purrrrs.... ooooh that will do", neutral
"what is it with chocolates? i just can never say no", neutral
"sunny day, sunny outlook", neutral
"Hi Nancy your fine (till it the baby moves!)  Just get out of the house & do fun stuff early! The hardest jump was 1 to 2", neutral
"Ahhh I can only imagine what you`re looking at!! So luckyyy. Hope your having fun.", positive
"i was helping my dad re decorate my bedroom. time 4 a shower!", neutral
"_B You didn`t see everyone going on about it on Facebook about 3 months ago?", neutral
"stopped at the store to pick up some items and debit card is missing", negative
"Writing this paper is a lot harder then i thought . LOL", negative
"today was such a horrible dayy", negative
"is working 4 to close", neutral
"i can`t believe you`re coming near me! but to a place that i can`t get into.  i love you, Jenny!", positive
"Had a little fight with My Best Friend   What should I Do?!?", neutral
"So sorry about all that  praying for you", negative
"already knows 3 dishes: Torta, Hotdog, & Itlog. Hurrah for me!", positive
"Aw where are you headed to? i just cancelled my trip to Aussie", neutral
"Star wars day! May the 4th be with you.", positive
"How hard is it 2 be running back an forth constantly? Ya kno workin all the time, havin crazy sleepin schedules? Must be hard", negative
"- wait for the third day!!", neutral
"I`m in a traffic jam", neutral
"If u want to change the fruits, u will first have to change the roots. If u want to change the visible u must first change the invisible", neutral
"Whaat? That would seem to be a very powerful spell. Kind of tips the scale in their favor.", neutral
"Cant stop playin` in my head  -- pussycat dolls jai ho ellen degeneres [HD] http://bit.ly/HxLfm", neutral
"Happy Mother`s Day! It will be a good day", positive
"This GAR keeps going out - 3rd relight", neutral
"_2 Hey, Thanks 4 The Advice & Support", positive
"_oliver whats for breaky then, russtle something up for my hangover please our jamie lmao", neutral
"i bit my tongue sooo bad...it`s swollen.", negative
"http://tinyurl.com/67sk5r Follow my blog and I`ll follow yours", neutral
"_and_Easy when will these stores in Sacramento open? Been waiting and nothing", neutral
"Just took $10 off a guy who thinks he can bluff three times in a row and get away with it. Now back to showing how **** my work is", negative
"my saturday was good  i cannot wait until this monday night", positive
"I guessed right, like 25 minutes ago...do you even see your replies....lol", neutral
"Does this happen every monday?", neutral
"thinking about having lunch soon, but we have no food in", neutral
"if not impossible", neutral
"just got Up and going to get ready to go to meadowhall ;) can`t believe my internet broke yesterday  GUTTED", negative
"does this mean you`re leaving me?", neutral
"19 years for Phil Spector  http://bit.ly/199ZWD", neutral
"tomorrow will be my last day in work.. how sad.. bye Ange", negative
"Want: Trip to Boston next month. Need: Addit`l motivation to save the $ to do so.  Beloved daughter wants to go with, which = 2x the $.", positive
"is bak in mcr....glad i can sleep in ma own bed 2nite yeyah...but i fink i,m missin popeye  hopin 2 c him 2moz  ****", neutral
"I am now eating one of those big subway cookies with a glass of warm milk. YUM", positive
"20 mins from BEJ to Semanggi. Traffic on Friday  *siggghh*", neutral
"about to play my first game of apple to apples!!   wish me luck...", neutral
"Restoring new iTouch 2.  Excited to use it. Yeeeeeeeee. Goodbye iTouch 1.", positive
"Glad it`s Friday... but bummed that I am officially working Saturdays.", neutral
"The movie was AWESOME, I wish I could re-load my pistols like Agent 0 did, but I do not want to be him  I think I will be Gambit", positive
"Smiley absolves all", neutral
"have you check oceanup?'miley cyrus justin gaston fight after lunch' you ok with justin?hmmm.im with you whatever happen", positive
"watching SNL   yay for  hosting!  I love him", positive
"at work. these five year olds are gonna keep me young.", positive
"be sure to go by my blog today    -  and check out your friends - I bet you have some new ones today!", neutral
"Yay!  SNL is on!", positive
"had a good day but im now skint again", neutral
"God! They look stumpy... I`m not sharing my toes tonight", negative
"I guess, technically, I was still pregnant just a few months ago. Just with Alex instead of Elizabeth", neutral
"Having asthma issues today.   BAH!", negative
"today was boring, but i did a lot of homework. tomorrow should be amazing, i can`t wait.", positive
"happy mother`s dayy!!! to me andd the rest of the fabulous mommy`s out there", positive
"Happy Mother`s Day to all the mothers!!", positive
"nope  we only have one really good cuban place... i`ll have to ask them...", positive
"i really want to marry leighton meester. ****, can`t take my eyes of her.", negative
"this traffic is ridiculous im may not make it", negative
"wow this morning 8.15 hrs ding dong breakfastservice, was a surprise of Marjoleine, Guido and Dirk for mothersday.Mother hapy, father too", positive
"hey Nat, just wondering, why are your videos never available on the iPhone?", neutral
"argh, sorry, he`s just been a thorn in my side since we got him. rude, mouthy, etc.", negative
